YEAR,MONTH,DISTRIBUTOR,AREA,RETAILER NAME (R1),ADDRESS R1,REGENCY/DISTRICT,PRODUCT,JENIS PESTISIDA,PACKAGING,VOLUME (L/KG),jenis_pestisida_kode,packaging_kode_angka,regency_kode,product_kode,volume_normalisasi,cluster_hac
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,BERKAH TANI (BPK DEDEN),"Menes, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,0.3,1,6,9,19,0.0325806451612903,4
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,BERKAH TANI (BPK DEDEN),"Menes, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,1.5,1,2,9,19,0.0338709677419354,1
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,BERKAH TANI (BPK DEDEN),"Menes, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,0.8,1,6,9,19,0.0331182795698924,4
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,HADI,"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,1 L,20.0,1,1,9,2,0.053763440860215,1
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,DUA PUTRA (IBU JUJU),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,10.0,1,2,9,19,0.043010752688172,1
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,HIRZI TANI JAYA (BPK KOSIM),"Kronjo, Tangerang",TANGERANG,E-TOBAN 500/50 SC,Insektisida,400 ML,10.0,1,9,15,4,0.043010752688172,4
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,KOREAN TANI (SUKMAN),"Tirtayasa, Serang",SERANG,AVJUNSU 18 EC,Insektisida,1 L,10.0,1,1,12,2,0.043010752688172,1
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SRI MULYA TANI (BPK TARNO),"Cikeusik, Pandeglang Selatan",PANDEGLANG,STROZOL 25/55 WG,Fungisida,50 GR,2.0,3,10,9,18,0.0344086021505376,4
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,10.0,3,7,9,1,0.043010752688172,4
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,1 L,850.0,1,1,9,2,0.946236559139785,1
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,BALTIKO 68/2 WP,Insektisida,100 GR,7.5,1,2,9,3,0.0403225806451612,1
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,250 ML,15.0,1,7,9,7,0.0483870967741935,4
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,15.0,1,2,9,19,0.0483870967741935,1
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,1 L,50.0,1,1,9,2,0.086021505376344,1
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,250 ML,5.0,1,7,9,7,0.0376344086021505,4
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ZAKI TANI (BPK DEDEN),"Ciruas, Serang",SERANG,E-TOBAN 500/50 SC,Insektisida,100 ML,50.0,1,3,12,4,0.086021505376344,1
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ZAKI TANI (BPK DEDEN),"Ciruas, Serang",SERANG,E-TOBAN 500/50 SC,Insektisida,400 ML,180.0,1,9,12,4,0.2258064516129032,4
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,ADORE 200 SC,Insektisida,250 ML,60.0,1,7,9,1,0.0967741935483871,4
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,250 ML,15.0,1,7,9,7,0.0483870967741935,4
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,STROZOL 25/55 WG,Fungisida,50 GR,5.0,3,10,9,18,0.0376344086021505,4
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,5.0,1,6,9,19,0.0376344086021505,4
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,10.0,1,2,9,19,0.043010752688172,1
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,250 ML,25.0,1,7,9,7,0.0591397849462365,4
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,100 ML,40.0,3,3,9,1,0.075268817204301,1
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,50.0,3,7,9,1,0.086021505376344,4
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,BALTIKO 68/2 WP,Insektisida,100 GR,50.0,1,2,9,3,0.086021505376344,1
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,E-TOBAN 500/50 SC,Insektisida,100 ML,40.0,1,3,12,4,0.075268817204301,1
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,E-TOBAN 500/50 SC,Insektisida,400 ML,60.0,1,9,12,4,0.0967741935483871,4
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,ADORE 200 SC,Fungisida,100 ML,20.0,3,3,12,1,0.053763440860215,1
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,ADORE 200 SC,Fungisida,250 ML,70.0,3,7,12,1,0.1075268817204301,4
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,EMARVEL 100/50 SC,Insektisida,100 ML,10.0,1,3,12,7,0.043010752688172,1
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,EMARVEL 100/50 SC,Insektisida,250 ML,35.0,1,7,12,7,0.0698924731182795,4
2024.0,6.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,EMARVEL 100/50 SC,Insektisida,50 ML,5.0,1,11,12,7,0.0376344086021505,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,AYU TANI (AMIN),"Kronjo, Tangerang",TANGERANG,ET-6 865 SL,Herbisida,200 ML,10.0,2,5,15,8,0.043010752688172,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,AYU TANI (AMIN),"Kronjo, Tangerang",TANGERANG,ET-6 865 SL,Herbisida,400 ML,10.0,2,9,15,8,0.043010752688172,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,AYU TANI (AMIN),"Kronjo, Tangerang",TANGERANG,E-TOBAN 500/50 SC,Insektisida,400 ML,10.0,1,9,15,4,0.043010752688172,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,CECEP,"Cikeusal, Serang",SERANG,E-TOMIL 45 SP,Insektisida,100 GR,5.0,1,2,12,5,0.0376344086021505,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,CECEP,"Cikeusal, Serang",SERANG,GERCEP 75 SP,Insektisida,100 GR,5.0,1,2,12,16,0.0376344086021505,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SARANA TANI (DAYAT),"Teluk Naga, Tangerang",TANGERANG,AVJUNSU 18 EC,Insektisida,250 ML,5.0,1,7,15,2,0.0376344086021505,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SARANA TANI (DAYAT),"Teluk Naga, Tangerang",TANGERANG,AVJUNSU 18 EC,Insektisida,500 ML,10.0,1,12,15,2,0.043010752688172,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SARANA TANI (DAYAT),"Teluk Naga, Tangerang",TANGERANG,E-TOMIL 45 SP,Insektisida,100 GR,5.0,1,2,15,5,0.0376344086021505,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SARANA TANI (DAYAT),"Teluk Naga, Tangerang",TANGERANG,AVJUNSU 18 EC,Insektisida,1 L,10.0,1,1,15,2,0.043010752688172,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,AVJUNSU 18 EC,Insektisida,250 ML,50.0,1,7,12,2,0.086021505376344,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,AVJUNSU 18 EC,Insektisida,500 ML,70.0,1,12,12,2,0.1075268817204301,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,BALTIKO 68/2 WP,Insektisida,100 GR,10.0,1,2,12,3,0.043010752688172,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,EMARVEL 100/50 SC,Insektisida,100 ML,10.0,1,3,12,7,0.043010752688172,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,EMARVEL 100/50 SC,Insektisida,250 ML,25.0,1,7,12,7,0.0591397849462365,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,EMARVEL 100/50 SC,Insektisida,50 ML,5.0,1,11,12,7,0.0376344086021505,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ILHAM TANI (H. HERMAN),"Petir, Serang",SERANG,AVJUNSU 18 EC,Insektisida,1 L,30.0,1,1,12,2,0.064516129032258,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ALAM MAKMUR (H. IBRAHIM),Pandeglang,PANDEGLANG,ET-6 865 SL,Herbisida,400 ML,10.0,2,9,9,8,0.043010752688172,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ALAM MAKMUR (H. IBRAHIM),Pandeglang,PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,2.0,1,2,9,19,0.0344086021505376,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ALAM MAKMUR (H. IBRAHIM),Pandeglang,PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,1.3,1,6,9,19,0.0336559139784946,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ALAM MAKMUR (H. IBRAHIM),Pandeglang,PANDEGLANG,E-TOMIL 45 SP,Insektisida,100 GR,10.0,1,2,9,5,0.043010752688172,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SAHABAT TANI (H. UDIN),"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,1 L,10.0,1,1,9,2,0.043010752688172,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SAHABAT TANI (H. UDIN),"Panimbang, Pandeglang",PANDEGLANG,E-TOBAN 500/50 SC,Insektisida,400 ML,10.0,1,9,9,4,0.043010752688172,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,HERI PUTRA (H. USMAN),"Sobang, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,5.0,3,7,9,1,0.0376344086021505,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,HERI PUTRA (H. USMAN),"Sobang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0,1,2,9,19,0.0376344086021505,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,HERI PUTRA (H. USMAN),"Sobang, Pandeglang",PANDEGLANG,STROZOL 25/55 WG,Fungisida,50 GR,5.0,3,10,9,18,0.0376344086021505,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,CAHAYA TANI (IBU SITI),"Bojen, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,500 ML,10.0,1,12,9,2,0.043010752688172,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,CAHAYA TANI (IBU SITI),"Bojen, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,1 L,20.0,1,1,9,2,0.053763440860215,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,JAYA TANI (JAYA),Tangerang,TANGERANG,E-TOMIL 45 SP,Insektisida,100 GR,5.0,1,2,15,5,0.0376344086021505,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,1 L,60.0,1,1,9,2,0.0967741935483871,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,ET-6 865 SL,Herbisida,200 ML,30.0,2,5,9,8,0.064516129032258,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,ET-6 865 SL,Herbisida,400 ML,30.0,2,9,9,8,0.064516129032258,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,50.0,1,2,9,19,0.086021505376344,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,10.0,1,2,9,19,0.043010752688172,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,15.0,3,7,9,1,0.0483870967741935,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,10.0,1,6,9,19,0.043010752688172,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,25.0,3,7,9,1,0.0591397849462365,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,25.0,1,2,9,19,0.0591397849462365,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,40.0,1,2,9,19,0.075268817204301,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,500 ML,50.0,1,12,9,2,0.086021505376344,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,1 L,130.0,1,1,9,2,0.1720430107526881,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0,1,2,9,19,0.0376344086021505,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,100 ML,10.0,3,3,9,1,0.043010752688172,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,15.0,3,7,9,1,0.0483870967741935,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,E-TOBAN 500/50 SC,Insektisida,400 ML,50.0,1,9,9,4,0.086021505376344,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,20.0,1,2,9,19,0.053763440860215,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,10.0,1,6,9,19,0.043010752688172,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,15.0,1,2,9,19,0.0483870967741935,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ISMAIL,Tangerang,TANGERANG,E-TOBAN 500/50 SC,Insektisida,400 ML,10.0,1,9,15,4,0.043010752688172,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,JAYA RAYA (BPK RASIMAN),"Pontang, Serang",SERANG,ET-6 865 SL,Herbisida,200 ML,10.0,2,5,12,8,0.043010752688172,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,JAYA RAYA (BPK RASIMAN),"Pontang, Serang",SERANG,ET-6 865 SL,Herbisida,400 ML,10.0,2,9,12,8,0.043010752688172,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,60.0,3,7,9,1,0.0967741935483871,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,250 ML,10.0,1,7,9,7,0.043010752688172,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,STROZOL 25/55 WG,Fungisida,50 GR,5.0,3,10,9,18,0.0376344086021505,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,RAGAM JAYA TANI (NUPUS),Cilegon,CILEGON,EMARVEL 100/50 SC,Insektisida,250 ML,2.5,1,7,4,7,0.0349462365591397,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,RAGAM JAYA TANI (NUPUS),Cilegon,CILEGON,AVJUNSU 18 EC,Insektisida,1 L,-30.0,1,1,4,2,0.0,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,50.0,3,7,9,1,0.086021505376344,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,250 ML,15.0,1,7,9,7,0.0483870967741935,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,BALTIKO 68/2 WP,Insektisida,100 GR,40.0,1,2,9,3,0.075268817204301,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,15.0,1,2,9,19,0.0483870967741935,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,40.0,3,7,9,1,0.075268817204301,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,BALTIKO 68/2 WP,Insektisida,100 GR,10.0,1,2,9,3,0.043010752688172,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,10.0,1,2,9,19,0.043010752688172,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,5.0,1,6,9,19,0.0376344086021505,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ADE,Jonggol,JONGGOL,E-TOBAN 500/50 SC,Insektisida,100 ML,10.0,1,3,6,4,0.043010752688172,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,ADE,Jonggol,JONGGOL,E-TOBAN 500/50 SC,Insektisida,400 ML,10.0,1,9,6,4,0.043010752688172,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,LEBAK TANI (BPK BEDOD),"Kresek, Tangerang",TANGERANG,E-TOBAN 500/50 SC,Insektisida,100 ML,10.0,1,3,15,4,0.043010752688172,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,LEBAK TANI (BPK BEDOD),"Kresek, Tangerang",TANGERANG,E-TOBAN 500/50 SC,Insektisida,400 ML,10.0,1,9,15,4,0.043010752688172,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,BERKAH TANI (BPK DEDEN),"Menes, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,1.0,1,2,9,19,0.0333333333333333,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,BERKAH TANI (BPK DEDEN),"Menes, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,1.0,1,6,9,19,0.0333333333333333,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,BERKAH TANI (BPK DEDEN),"Menes, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,2.0,1,2,9,19,0.0344086021505376,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUMBER TANI AGUNG (BPK EMAN),"Munjul, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,250 ML,10.0,1,7,9,2,0.043010752688172,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUMBER TANI AGUNG (BPK EMAN),"Munjul, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,500 ML,10.0,1,12,9,2,0.043010752688172,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUMBER TANI AGUNG (BPK EMAN),"Munjul, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0,1,2,9,19,0.0376344086021505,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUMBER TANI AGUNG (BPK EMAN),"Munjul, Pandeglang",PANDEGLANG,STROZOL 25/55 WG,Fungisida,50 GR,1.0,3,10,9,18,0.0333333333333333,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUMBER TANI AGUNG (BPK EMAN),"Munjul, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,10.0,1,2,9,19,0.043010752688172,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUMBER TANI AGUNG (BPK EMAN),"Munjul, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,5.0,1,6,9,19,0.0376344086021505,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,H. TAJUDIN,"Binuang, Serang",SERANG,ET-6 865 SL,Herbisida,200 ML,10.0,2,5,12,8,0.043010752688172,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,MULTI PRIMA TANI (BPK HERMAN),"Wanasalam, Pandeglang Selatan",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0,1,2,9,19,0.0376344086021505,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,GILANG TANI (BPK KHOMAR),"Cigeulis, Pandeglang",PANDEGLANG,ET-6 865 SL,Herbisida,200 ML,10.0,2,5,9,8,0.043010752688172,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,GILANG TANI (BPK KHOMAR),"Cigeulis, Pandeglang",PANDEGLANG,ET-6 865 SL,Herbisida,400 ML,10.0,2,9,9,8,0.043010752688172,4
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,PUTRA TANI (BPK YANI),"Ciruas, Serang",SERANG,AVJUNSU 18 EC,Insektisida,1 L,40.0,1,1,12,2,0.075268817204301,1
2024.0,7.0,CV. Aneka Jaya Tunas Agro,WEST JAVA,PUTRA TANI (BPK YANI),"Ciruas, Serang",SERANG,AVJUNSU 18 EC,Insektisida,250 ML,10.0,1,7,12,2,0.043010752688172,4
